latency_ms,jitter_ms,packet_loss_pct,is_external,samples_count,label
5.95,0.94,0.475,0,16,0
2.71,0.1,0.114,0,15,0
18.42,1.84,0.039,0,16,0
67.26,8.0,3.409,1,12,1
16.21,1.05,0.062,0,24,0
7.7,0.36,0.127,0,29,0
60.0,17.14,6.438,1,17,1
104.93,9.33,5.908,1,18,1
6.1,0.1,0.31,0,18,0
8.09,1.16,0.3,0,13,0
2.54,4.08,0.126,0,6,0
38.59,7.42,0.479,0,18,0
8.6,0.62,0.071,0,9,0
1.78,0.75,0.036,0,26,0
139.15,8.0,3.261,1,12,1
1.0,2.13,0.044,0,24,0
392.05,41.38,7.258,1,7,1
6.56,0.21,0.5,0,10,0
207.42,8.78,1.5,1,12,1
4.25,0.65,0.04,0,10,0
3.39,3.03,0.029,0,28,0
7.98,0.5,0.074,0,25,0
32.09,5.67,0.311,1,24,2
159.1,26.89,4.439,1,15,1
18.73,5.47,0.104,1,12,2
34.06,5.27,0.568,0,12,0
15.6,5.59,0.04,1,24,2
1.4,1.89,0.008,0,21,0
7.49,1.93,0.121,0,29,0
110.14,20.4,4.32,1,5,1
27.69,4.4,0.226,1,18,2
25.41,6.19,0.046,1,13,2
111.22,18.09,4.604,1,12,1
13.45,2.71,0.407,0,23,0
97.68,13.84,4.536,1,9,1
9.73,2.84,0.032,0,7,0
85.29,18.06,8.037,1,16,1
4.5,3.04,0.204,0,14,0
32.8,6.16,0.241,1,14,2
41.59,9.42,0.194,1,19,2
4.05,0.91,0.294,0,11,0
157.8,19.81,3.835,1,13,1
63.77,9.72,1.784,1,7,1
14.99,6.59,0.494,1,11,2
67.51,30.85,4.118,1,16,1
1.81,4.01,0.055,0,11,0
109.55,20.01,4.772,1,5,1
58.47,9.86,0.441,1,12,2
129.26,20.74,3.166,1,3,1
6.71,4.52,0.012,0,12,0
111.17,21.25,1.5,1,18,1
106.42,23.11,2.028,1,10,1
50.46,16.52,1.792,1,14,2
8.23,2.72,0.222,0,11,0
5.6,0.48,0.001,0,28,0
60.0,24.82,3.122,1,10,1
17.25,5.4,0.014,1,10,2
9.03,1.34,0.046,0,21,0
26.7,3.91,0.05,1,26,2
111.36,11.84,5.005,1,9,1
3.45,1.23,0.025,0,5,0
7.22,3.05,0.0,0,29,0
161.6,20.52,7.53,1,14,1
14.51,3.39,0.051,0,10,0
24.74,7.18,0.035,1,24,2
55.29,1.0,0.077,1,22,2
2.82,0.33,0.133,0,5,0
6.94,0.83,0.358,0,11,0
1.0,3.3,0.468,0,17,0
192.31,9.06,6.073,1,8,1
33.18,8.29,0.793,1,20,2
71.34,10.79,0.166,1,17,2
1.0,0.9,0.11,0,24,0
4.6,1.4,0.086,0,17,0
5.35,0.71,0.011,0,15,0
44.7,6.69,0.244,1,25,2
7.81,4.29,0.5,0,12,0
1.98,1.31,0.182,0,6,0
85.78,12.59,3.06,1,5,1
3.24,0.57,0.042,0,26,0
4.82,3.3,0.014,0,19,0
114.86,28.62,2.398,1,11,1
30.73,7.58,0.076,1,10,2
60.0,12.52,1.5,1,7,1
2.85,2.08,0.026,0,10,0
61.64,6.43,0.075,1,23,2
9.87,0.37,0.134,0,7,0
151.89,14.06,4.181,1,18,1
31.07,1.84,0.885,1,7,2
60.53,5.48,0.599,1,11,2
283.61,44.3,14.834,1,5,1
51.14,9.28,0.253,1,11,2
35.4,4.95,0.115,1,22,2
10.0,3.35,0.786,1,14,2
126.64,13.46,6.487,1,12,1
197.5,30.02,3.582,1,14,1
7.83,4.32,0.079,0,10,0
75.02,15.44,2.338,1,13,2
133.58,16.38,5.024,1,3,1
81.72,21.16,1.5,1,3,1
43.45,8.66,0.297,1,24,2
34.45,7.99,0.306,1,12,2
113.14,23.88,4.442,1,19,1
76.58,36.4,2.052,1,6,1
46.68,5.52,0.076,1,21,2
7.18,1.63,0.02,0,9,0
21.0,6.55,0.496,1,6,2
1.0,1.09,0.09,0,29,0
5.1,0.32,0.071,0,11,0
24.04,0.1,0.296,0,10,0
21.6,7.24,0.274,1,16,2
63.68,14.79,2.165,1,8,1
42.35,5.45,0.101,1,27,2
7.07,1.39,0.069,0,18,0
5.74,0.35,0.008,0,21,0
26.48,2.47,0.364,1,6,2
8.56,0.13,0.196,0,21,0
33.0,7.85,0.398,1,28,2
473.9,53.84,8.7,1,5,1
40.05,7.65,0.046,1,27,2
14.57,1.0,0.093,1,19,2
60.65,46.61,2.334,1,19,1
6.99,2.07,0.035,0,24,0
10.0,8.35,0.127,1,15,2
83.45,20.84,4.157,1,19,1
37.32,7.92,0.34,0,19,0
28.45,4.23,0.359,0,7,0
138.7,19.39,1.549,1,5,1
95.12,15.74,6.029,1,10,1
5.52,1.23,0.352,0,25,0
35.32,8.46,0.117,1,15,2
26.22,5.0,0.243,1,16,2
114.47,35.45,3.954,1,11,1
145.78,25.74,7.277,1,17,1
87.38,29.09,1.759,1,16,1
6.26,0.62,0.237,0,16,0
4.59,2.53,0.002,0,6,0
191.16,14.4,4.334,1,14,1
172.97,35.38,4.08,1,6,1
1.0,0.42,0.38,0,12,0
103.95,22.64,2.267,1,8,1
26.69,10.23,0.049,1,19,2
73.38,10.53,1.332,1,8,2
55.63,2.03,0.115,1,27,2
34.36,4.42,0.771,0,16,0
106.36,31.66,4.682,1,15,1
122.88,32.62,3.517,1,5,1
51.22,7.29,0.106,1,11,2
20.68,10.79,0.032,1,26,2
1.0,1.88,0.156,0,25,0
50.38,7.81,0.135,1,7,2
39.46,5.71,0.749,1,25,2
68.67,5.28,0.003,1,26,2
47.38,3.14,0.09,1,13,2
15.83,2.15,0.129,0,14,0
26.96,10.99,0.015,1,11,2
46.79,1.88,0.362,1,28,2
96.92,40.2,2.973,1,4,1
84.68,22.47,3.229,1,14,1
175.06,28.45,3.752,1,17,1
191.88,8.08,3.037,1,7,1
30.06,4.74,0.624,0,19,0
44.12,4.15,0.011,1,20,2
187.35,18.57,5.126,1,17,1
17.61,9.1,0.128,1,17,2
4.47,1.71,0.03,0,19,0
10.71,0.36,0.117,0,17,0
58.51,3.75,0.067,1,29,2
60.0,25.17,6.027,1,12,1
60.0,37.36,5.304,1,17,1
60.0,39.33,3.903,1,6,1
33.81,3.65,0.312,1,18,2
60.15,7.72,0.029,1,18,2
26.8,4.89,0.082,1,28,2
36.7,2.25,0.149,1,17,2
13.52,0.63,0.093,0,20,0
110.59,20.82,1.699,1,7,1
45.98,6.53,0.178,1,13,2
43.92,6.69,0.075,1,15,2
60.0,16.43,5.931,1,11,1
27.82,1.11,0.034,0,22,0
88.41,16.43,2.158,1,12,2
24.74,1.68,0.048,1,24,2
24.09,0.1,0.14,0,13,0
186.16,8.0,4.657,1,15,1
17.85,0.57,0.046,0,15,0
22.09,6.12,0.242,0,24,0
253.99,67.68,7.501,1,6,1
4.14,2.08,0.031,0,28,0
7.5,0.36,0.237,0,21,0
47.57,7.24,0.013,1,28,2
42.95,5.82,0.058,1,18,2
60.0,14.88,4.846,1,6,1
2.55,0.58,0.365,0,15,0
49.4,9.55,0.044,1,25,2
212.01,39.99,4.56,1,15,1
84.62,28.69,4.448,1,4,1
19.96,4.82,0.475,0,15,0
40.21,1.73,0.09,1,18,2
105.26,8.0,7.233,1,17,1
39.5,6.65,0.051,1,7,2
26.21,8.2,0.317,1,29,2
3.91,4.27,0.028,0,29,0
7.82,0.28,0.046,0,17,0
24.4,6.06,0.724,0,7,0
10.0,7.44,0.919,1,16,2
2.27,1.43,0.019,0,9,0
1.23,0.85,0.121,0,18,0
106.02,24.33,5.268,1,7,1
20.61,7.38,0.207,1,10,2
7.47,7.14,0.255,0,10,0
8.12,0.1,0.035,0,26,0
8.97,3.2,0.033,0,23,0
42.61,7.47,0.346,1,21,2
14.01,0.79,0.31,0,25,0
1.37,1.4,0.027,0,28,0
49.81,11.37,0.225,1,11,2
39.81,9.41,0.045,1,16,2
28.56,2.38,0.037,1,21,2
4.7,0.91,0.154,0,13,0
140.95,45.24,5.125,1,7,1
10.38,1.0,0.072,0,25,0
14.89,0.34,0.5,0,7,0
303.74,75.25,10.057,1,8,1
5.66,6.28,0.176,0,18,0
3.9,0.47,0.09,0,19,0
153.8,30.03,1.5,1,14,1
338.5,74.4,8.825,1,6,1
1.23,0.27,0.213,0,22,0
175.55,10.42,5.78,1,17,1
27.4,2.98,0.245,1,8,2
16.49,0.1,0.197,0,29,0
30.0,0.47,0.11,0,16,0
120.65,44.92,2.964,1,9,1
135.8,10.67,1.5,1,8,1
30.89,8.92,0.745,1,10,2
148.57,24.68,2.02,1,4,1
1.0,0.68,0.02,0,25,0
35.21,6.46,0.571,1,21,2
153.81,10.19,2.816,1,18,1
109.1,8.0,3.745,1,4,1
134.99,19.87,5.351,1,4,1
80.28,46.28,5.054,1,15,1
27.91,3.23,0.122,0,6,0
126.28,26.9,1.5,1,16,1
111.17,33.77,3.315,1,18,1
32.28,4.27,0.143,1,12,2
3.02,4.92,0.058,0,25,0
1.0,1.09,0.17,0,19,0
129.16,8.0,4.094,1,7,1
343.24,32.34,14.233,1,3,1
84.89,33.0,1.5,1,14,1
56.11,7.13,0.363,1,23,2
60.0,19.66,1.5,1,15,1
56.94,9.19,0.006,1,7,2
29.58,8.86,0.021,1,23,2
137.51,51.64,2.059,1,10,1
142.06,46.39,3.19,1,15,1
126.11,22.84,3.746,1,13,1
203.4,29.72,1.905,1,14,1
101.08,31.49,5.23,1,13,1
38.78,4.71,0.308,1,25,2
117.16,39.0,1.981,1,17,1
1.28,2.71,0.196,0,19,0
160.28,26.39,4.011,1,11,1
3.31,0.1,0.265,0,11,0
10.0,1.0,0.523,1,13,2
163.84,10.58,5.6,1,15,1
116.28,33.43,1.5,1,3,1
10.44,2.03,0.158,0,29,0
129.82,14.61,1.5,1,17,1
108.91,27.28,6.497,1,9,1
1.0,6.87,0.068,0,10,0
1.0,4.85,0.118,0,29,0
8.2,4.57,0.008,0,24,0
143.1,37.92,5.59,1,12,1
37.22,1.0,0.534,1,6,2
123.83,27.8,2.89,1,13,1
11.98,1.96,0.009,0,6,0
393.12,33.21,7.324,1,3,1
23.22,5.59,0.576,0,7,0
63.31,4.82,0.032,1,23,2
3.55,1.23,0.083,0,7,0
7.54,0.84,0.048,0,17,0
131.83,25.65,2.571,1,15,1
59.08,4.3,0.041,1,13,2
190.23,8.53,3.382,1,18,1
32.56,6.26,0.003,1,11,2
1.0,2.3,0.046,0,18,0
26.6,0.75,0.05,0,8,0
154.28,29.85,3.573,1,18,1
1.0,0.84,0.299,0,8,0
100.52,25.41,3.392,1,11,1
4.51,0.7,0.027,0,6,0
43.83,9.7,0.267,1,15,2
115.58,19.03,5.98,1,17,1
86.56,17.88,1.5,1,7,1
3.07,1.26,0.156,0,19,0
130.01,18.34,3.842,1,19,1
36.33,8.7,0.278,1,28,2
9.53,0.46,0.163,0,13,0
40.96,4.17,0.165,1,21,2
20.38,7.26,0.415,1,25,2
58.49,3.79,0.113,1,20,2
75.75,23.06,7.916,1,5,1
3.83,0.25,0.323,0,20,0
38.69,7.66,0.087,1,12,2
13.45,0.1,0.002,0,14,0
57.62,10.38,2.177,1,13,2
10.0,5.97,0.462,1,24,2
4.43,0.87,0.047,0,14,0
35.69,2.5,0.156,1,23,2
7.31,1.22,0.367,0,17,0
105.43,26.15,4.665,1,14,1
1.0,0.61,0.411,0,16,0
45.38,8.88,0.187,1,17,2
107.76,15.32,4.457,1,10,1
4.78,3.0,0.212,0,28,0
183.41,27.78,5.093,1,15,1
142.48,32.16,2.558,1,12,1
117.02,26.97,2.751,1,6,1
43.2,8.02,0.067,1,29,2
30.23,7.55,0.409,0,9,0
60.53,9.55,0.864,1,15,2
1.18,1.0,0.364,0,6,0
35.25,9.69,0.0,1,26,2
111.53,16.44,5.657,1,7,1
12.11,1.75,0.5,0,13,0
15.29,0.3,0.111,0,20,0
2.11,0.1,0.097,0,9,0
166.18,36.69,5.434,1,11,1
10.0,7.57,0.034,1,5,2
85.95,16.74,3.012,1,19,1
201.54,22.7,3.634,1,11,1
22.75,7.52,0.026,1,21,2
45.32,1.85,0.264,1,22,2
10.0,4.87,0.022,1,22,2
48.37,5.29,0.251,1,29,2
14.79,5.9,0.525,1,12,2
163.41,19.0,3.466,1,18,1
131.48,21.75,1.506,1,16,1
83.53,42.58,5.379,1,16,1
36.0,10.01,0.253,1,8,2
124.64,8.0,3.5,1,14,1
2.22,0.53,0.244,0,20,0
1.0,3.17,0.232,0,10,0
36.08,7.29,0.761,0,19,0
1.0,0.51,0.41,0,29,0
4.54,1.97,0.19,0,20,0
1.0,5.79,0.066,0,8,0
95.15,33.5,1.682,1,17,1
154.13,10.45,5.912,1,13,1
36.51,7.23,0.172,1,7,2
151.38,32.96,2.168,1,13,1
78.91,43.83,4.579,1,9,1
150.91,51.19,6.439,1,9,1
137.6,33.93,1.915,1,4,1
50.87,1.79,0.711,1,15,2
9.91,1.74,0.155,0,18,0
16.41,5.56,0.128,1,9,2
2.17,3.9,0.142,0,25,0
23.54,2.1,0.116,0,28,0
109.05,38.17,5.683,1,13,1
119.31,35.48,3.97,1,17,1
43.11,5.93,0.232,1,28,2
25.38,7.69,0.056,1,8,2
4.53,0.15,0.208,0,18,0
1.89,2.04,0.088,0,10,0
1.0,0.58,0.017,0,12,0
1.0,0.76,0.046,0,9,0
6.33,1.01,0.253,0,11,0
12.83,1.62,0.099,0,7,0
107.14,39.23,3.807,1,14,1
2.1,1.4,0.219,0,14,0
33.07,4.79,0.523,0,6,0
1.34,3.71,0.08,0,20,0
78.49,17.42,1.641,1,14,1
4.18,0.35,0.158,0,5,0
54.79,2.9,0.032,1,14,2
85.87,19.47,3.123,1,13,1
6.24,0.49,0.035,0,25,0
77.9,39.58,3.646,1,10,1
12.67,1.46,0.13,0,28,0
2.27,1.74,0.042,0,20,0
5.47,7.06,0.02,0,23,0
50.26,8.8,0.554,1,15,2
10.0,9.44,1.057,1,17,2
176.33,8.0,8.839,1,18,1
7.64,0.37,0.117,0,21,0
41.45,9.9,0.054,1,15,2
2.39,1.36,0.126,0,23,0
153.01,48.55,2.061,1,14,1
153.08,17.7,3.381,1,8,1
20.82,4.5,0.505,0,12,0
43.08,4.88,0.009,1,25,2
3.74,2.37,0.076,0,18,0
42.5,1.52,1.039,1,7,2
39.4,8.01,0.054,1,15,2
2.53,0.19,0.061,0,26,0
30.13,6.92,0.04,1,27,2
63.83,3.94,1.106,1,8,2
55.54,3.17,0.431,1,29,2
5.63,8.0,0.034,0,9,0
1.0,0.37,0.116,0,18,0
6.19,0.43,0.172,0,16,0
10.0,7.26,0.236,1,19,2
1.0,0.12,0.044,0,7,0
37.52,5.6,0.318,0,16,0
58.56,8.57,0.202,1,14,2
56.46,5.94,0.102,1,27,2
31.18,4.5,0.399,1,16,2
19.95,5.53,0.35,1,13,2
29.45,0.96,0.065,0,17,0
24.1,7.07,0.006,1,25,2
4.74,2.55,0.154,0,29,0
88.35,29.66,4.075,1,5,1
3.26,2.35,0.014,0,20,0
144.95,8.0,1.5,1,15,1
3.11,2.69,0.399,0,19,0
74.9,16.98,1.488,1,10,1
51.75,2.86,0.046,1,13,2
269.37,79.61,7.35,1,5,1
19.2,7.44,0.005,1,16,2
70.71,13.3,1.311,1,11,2
10.0,7.59,0.157,1,25,2
13.36,1.58,0.026,0,12,0
115.9,41.63,6.85,1,3,1
75.51,17.58,1.066,1,6,1
121.58,8.0,5.55,1,5,1
161.93,18.15,2.989,1,12,1
203.66,17.73,1.939,1,10,1
31.51,5.34,0.26,1,9,2
42.77,10.74,0.405,1,14,2
10.61,3.8,0.012,0,9,0
65.55,3.33,0.211,1,7,2
110.58,14.76,3.343,1,15,1
1.0,3.2,0.037,0,11,0
4.34,0.72,0.026,0,17,0
10.0,6.7,0.121,1,24,2
149.48,38.97,5.358,1,10,1
7.7,2.83,0.32,0,22,0
111.28,31.74,2.578,1,3,1
158.71,20.61,6.617,1,14,1
45.04,7.66,0.034,1,27,2
214.69,79.16,14.198,1,6,1
154.47,12.98,3.613,1,19,1
7.76,2.62,0.029,0,9,0
24.86,1.17,0.574,1,26,2
127.29,29.05,6.844,1,3,1
5.29,5.15,0.05,0,18,0
10.03,4.23,0.397,0,21,0
122.75,13.46,4.657,1,17,1
140.83,11.83,4.111,1,11,1
1.0,1.17,0.109,0,12,0
10.0,3.96,0.107,1,28,2
27.81,3.77,0.113,1,24,2
33.7,5.4,0.496,0,19,0
19.05,0.6,0.02,0,20,0
25.08,11.5,0.1,1,19,2
6.46,3.62,0.189,0,11,0
2.55,0.73,0.104,0,22,0
60.0,32.47,6.222,1,16,1
413.66,37.35,13.025,1,3,1
103.29,26.47,3.86,1,7,1
98.22,14.49,5.86,1,18,1
4.69,1.02,0.155,0,26,0
9.96,0.52,0.222,0,24,0
133.57,25.36,4.991,1,18,1
46.2,6.57,0.029,1,8,2
135.11,47.26,6.172,1,8,1
71.56,17.75,6.195,1,18,1
76.65,24.05,5.764,1,5,1
30.0,2.96,0.002,0,28,0
36.65,2.88,0.248,1,27,2
1.0,0.68,0.035,0,16,0
46.01,6.27,0.316,1,29,2
14.68,5.61,0.288,1,23,2
2.4,0.85,0.125,0,29,0
135.79,23.11,1.5,1,14,1
185.42,18.49,2.355,1,4,1
130.03,29.19,5.853,1,3,1
155.02,23.03,4.002,1,5,1
57.59,4.89,0.502,1,26,2
121.3,26.9,3.563,1,17,1
11.84,2.45,0.447,0,26,0
7.7,4.0,0.102,0,15,0
5.37,0.23,0.408,0,14,0
63.35,14.68,1.519,1,9,1
25.65,5.17,0.305,0,16,0
171.62,28.39,3.024,1,14,1
54.23,12.07,1.157,1,10,2
28.69,4.0,0.783,0,13,0
32.35,7.87,0.656,1,25,2
19.3,10.97,0.038,1,24,2
131.66,23.08,6.465,1,11,1
19.31,5.88,0.541,1,9,2
8.61,4.23,0.032,0,6,0
38.36,5.52,0.253,1,21,2
10.36,5.66,0.042,0,21,0
435.2,60.86,8.665,1,4,1
152.69,29.24,4.75,1,8,1
18.93,0.14,0.074,0,8,0
124.1,17.09,5.121,1,16,1
46.93,6.07,0.198,1,20,2
33.21,5.4,0.291,1,25,2
226.25,36.71,10.243,1,8,1
29.62,5.3,0.262,1,8,2
60.0,11.76,5.767,1,15,1
97.92,36.72,3.957,1,4,1
97.49,23.9,2.595,1,14,1
15.02,0.2,0.322,0,29,0
28.17,6.0,0.211,1,6,2
18.78,3.17,0.047,1,18,2
103.26,24.78,6.371,1,14,1
193.76,12.42,4.747,1,7,1
69.66,30.39,1.5,1,12,1
114.01,14.25,3.455,1,6,1
1.0,4.93,0.029,0,6,0
15.61,11.55,0.112,1,26,2
112.77,14.3,4.481,1,10,1
60.0,8.6,3.854,1,7,1
99.88,23.32,3.108,1,13,1
8.39,2.54,0.07,0,15,0
85.51,23.08,2.782,1,17,1
98.81,30.25,3.382,1,17,1
99.12,21.88,7.463,1,7,1
7.61,3.52,0.161,0,22,0
129.8,22.64,1.894,1,4,1
11.45,1.06,0.05,0,21,0
12.55,2.89,0.5,0,7,0
13.81,8.38,0.005,1,23,2
8.42,1.63,0.098,0,15,0
28.12,2.84,0.015,1,28,2
22.24,1.04,0.195,1,20,2
53.05,7.36,0.392,1,25,2
83.24,25.22,5.969,1,13,1
14.28,0.55,0.295,0,7,0
1.49,0.82,0.077,0,21,0
4.76,1.67,0.083,0,12,0
34.22,7.86,0.736,0,5,0
15.89,7.1,0.025,1,26,2
169.66,8.0,4.452,1,5,1
12.43,3.56,0.051,0,17,0
3.15,1.63,0.059,0,12,0
4.52,0.1,0.041,0,21,0
1.0,0.44,0.022,0,10,0
1.0,0.11,0.09,0,9,0
107.0,30.93,3.211,1,3,1
43.09,4.84,0.26,1,13,2
37.38,1.92,0.02,1,14,2
20.31,0.1,0.062,0,28,0
19.03,10.22,0.117,1,18,2
4.35,0.3,0.094,0,18,0
100.01,8.0,5.856,1,8,1
216.9,40.04,4.427,1,4,1
158.75,25.71,2.759,1,10,1
4.92,0.79,0.028,0,25,0
34.74,3.15,0.091,1,20,2
47.96,5.15,0.107,1,7,2
71.75,9.82,4.839,1,5,1
10.0,3.83,0.38,1,23,2
118.48,23.74,4.503,1,19,1
9.7,2.65,0.008,0,8,0
13.53,1.6,0.391,1,26,2
27.06,1.77,0.242,0,20,0
60.0,10.72,5.711,1,14,1
62.12,5.6,0.657,1,16,2
255.9,48.49,10.054,1,8,1
155.32,26.2,3.325,1,18,1
122.28,21.58,1.6,1,16,1
9.06,1.73,0.103,0,10,0
35.01,9.17,0.692,1,18,2
6.56,0.47,0.023,0,29,0
126.16,16.5,4.585,1,17,1
39.67,6.36,0.173,1,26,2
9.76,3.05,0.039,0,16,0
78.44,17.95,2.378,1,10,2
137.6,49.47,2.425,1,9,1
1.0,1.85,0.096,0,24,0
143.47,22.08,1.766,1,6,1
36.01,3.22,0.154,1,22,2
90.79,22.89,4.339,1,10,1
22.93,0.39,0.258,0,24,0
60.0,36.67,5.431,1,18,1
18.56,10.86,0.38,1,9,2
117.55,42.37,1.5,1,17,1
1.0,8.0,0.054,0,8,0
29.84,9.62,0.38,1,22,2
331.83,78.25,6.703,1,7,1
66.32,28.4,3.905,1,17,1
75.29,31.87,4.718,1,7,1
4.97,4.69,0.028,0,17,0
55.66,7.07,0.002,1,10,2
1.54,5.8,0.108,0,12,0
14.58,0.37,0.01,0,23,0
12.06,1.0,0.038,1,27,2
125.67,31.33,4.441,1,5,1
165.21,11.08,3.157,1,18,1
53.19,9.24,0.007,1,29,2
159.0,31.45,3.823,1,15,1
9.66,0.99,0.124,0,11,0
100.02,24.79,3.097,1,16,1
12.69,0.92,0.112,0,8,0
4.41,4.55,0.337,0,20,0
424.06,98.15,14.578,1,6,1
28.04,7.97,0.308,0,14,0
32.59,5.01,0.672,0,9,0
18.63,0.2,0.321,0,18,0
467.66,64.93,14.856,1,9,1
8.92,2.63,0.035,0,24,0
135.04,9.58,2.903,1,10,1
53.42,4.34,0.073,1,9,2
97.1,15.1,1.5,1,16,1
42.02,3.92,0.397,1,17,2
18.51,6.06,0.09,1,10,2
115.22,27.07,5.571,1,13,1
108.39,23.69,4.062,1,9,1
2.7,4.64,0.5,0,17,0
130.42,28.3,4.061,1,10,1
20.08,3.05,0.079,1,11,2
19.26,2.85,0.283,0,9,0
170.23,33.15,4.0,1,13,1
1.0,6.48,0.109,0,29,0
49.08,2.3,0.282,1,7,2
35.39,5.87,0.351,0,11,0
20.19,5.78,0.346,1,17,2
132.04,20.49,1.852,1,10,1
14.45,1.2,0.016,0,20,0
13.57,2.78,0.001,0,17,0
48.12,9.71,0.514,1,29,2
210.57,11.14,1.5,1,3,1
33.01,7.65,0.388,1,16,2
35.95,7.4,0.617,1,27,2
129.19,20.08,1.5,1,19,1
152.85,30.3,5.017,1,5,1
143.13,46.11,3.89,1,14,1
124.15,36.17,7.373,1,5,1
68.32,28.69,4.484,1,17,1
129.06,42.84,3.175,1,16,1
118.21,34.36,7.097,1,17,1
2.04,0.64,0.305,0,7,0
8.56,4.55,0.048,0,22,0
8.1,4.04,0.471,0,18,0
52.43,3.88,1.149,1,8,2
61.28,22.28,4.24,1,18,1
107.35,8.0,3.224,1,8,1
24.82,4.72,0.557,0,13,0
9.83,0.7,0.009,0,16,0
428.68,93.09,5.962,1,4,1
54.91,1.77,0.175,1,7,2
5.15,2.31,0.037,0,12,0
25.22,8.06,0.309,1,28,2
30.0,2.25,0.041,0,25,0
119.54,19.81,4.041,1,7,1
1.0,0.74,0.102,0,17,0
38.95,7.21,0.379,0,12,0
9.5,1.0,0.081,0,12,0
37.65,8.67,0.497,1,24,2
68.21,33.13,1.5,1,17,1
30.0,2.29,0.105,0,6,0
1.74,1.02,0.046,0,22,0
68.86,55.2,3.29,1,8,1
182.91,8.0,4.273,1,8,1
46.62,5.51,0.057,1,28,2
3.06,2.13,0.025,0,22,0
24.43,8.16,0.073,1,13,2
6.33,2.07,0.183,0,21,0
64.21,6.81,0.366,1,26,2
48.92,8.03,1.277,1,6,2
58.4,13.88,1.701,1,10,1
1.0,0.1,0.424,0,19,0
76.94,16.98,5.225,1,8,1
65.3,35.75,1.5,1,16,1
175.17,35.72,1.604,1,5,1
114.59,22.61,6.115,1,7,1
1.0,0.44,0.078,0,19,0
6.46,1.54,0.019,0,9,0
5.52,3.37,0.128,0,14,0
123.2,55.92,4.856,1,3,1
66.92,12.13,1.288,1,10,1
4.6,0.74,0.244,0,25,0
149.52,33.01,3.389,1,9,1
22.48,4.8,0.122,0,20,0
67.5,5.42,0.072,1,21,2
26.09,4.18,0.206,1,9,2
24.2,8.55,0.013,1,27,2
74.07,38.14,4.468,1,10,1
30.22,5.66,0.743,1,9,2
153.84,29.06,7.494,1,16,1
34.82,5.01,0.021,1,10,2
141.71,40.12,5.273,1,5,1
10.0,4.16,0.103,1,27,2
2.02,3.63,0.408,0,17,0
5.29,3.34,0.007,0,13,0
12.53,1.91,0.02,1,5,2
3.81,0.48,0.14,0,6,0
44.69,2.93,0.169,1,5,2
38.88,3.08,0.439,0,12,0
5.14,3.48,0.102,0,27,0
132.48,41.36,2.555,1,13,1
185.08,29.44,3.556,1,7,1
10.3,1.52,0.033,0,20,0
114.37,43.13,2.902,1,9,1
43.45,5.95,1.122,1,22,2
4.05,2.64,0.027,0,11,0
155.64,22.4,8.205,1,6,1
27.15,4.08,0.005,1,29,2
68.41,34.6,5.501,1,9,1
3.11,4.78,0.237,0,21,0
14.46,5.88,0.03,1,8,2
36.82,7.15,0.639,1,7,2
21.58,5.93,0.467,1,6,2
56.25,4.79,0.303,1,20,2
9.53,4.42,0.32,0,8,0
96.18,21.04,3.075,1,13,1
58.38,4.82,0.035,1,11,2
3.04,0.21,0.033,0,16,0
131.71,8.0,3.176,1,13,1
10.0,3.96,0.071,1,11,2
40.31,8.49,0.097,1,29,2
60.0,46.85,6.903,1,7,1
36.82,3.44,0.131,1,24,2
3.4,0.63,0.416,0,27,0
15.43,4.89,0.055,1,8,2
6.08,0.87,0.112,0,27,0
21.19,7.33,0.048,0,29,0
42.96,10.92,1.5,1,5,2
8.04,0.47,0.008,0,12,0
54.92,3.43,0.677,1,11,2
10.0,4.56,0.584,1,10,2
15.07,0.9,0.054,0,15,0
115.18,30.58,2.736,1,7,1
47.39,7.36,0.009,1,10,2
51.13,6.64,0.211,1,27,2
160.14,18.0,4.583,1,11,1
63.99,7.04,0.202,1,7,2
41.85,6.13,0.851,1,9,2
106.72,17.59,2.285,1,12,1
387.3,71.75,13.098,1,8,1
7.99,1.17,0.071,0,20,0
160.78,27.18,3.277,1,11,1
35.9,5.42,0.097,1,7,2
87.84,27.03,3.253,1,12,1
30.0,2.1,0.17,0,20,0
10.46,2.94,0.274,0,24,0
55.49,8.09,0.045,1,11,2
53.98,11.46,0.383,1,17,2
121.55,41.99,4.066,1,15,1
103.8,15.11,6.395,1,15,1
43.28,8.91,0.169,1,12,2
5.45,1.58,0.05,0,14,0
53.23,6.15,0.043,1,17,2
90.32,17.9,1.5,1,8,1
19.0,8.28,0.445,1,11,2
33.57,2.88,0.067,1,10,2
25.07,4.64,0.024,1,5,2
32.62,5.03,0.262,1,28,2
33.21,6.76,0.699,1,18,2
5.85,1.72,0.021,0,17,0
9.04,0.86,0.091,0,27,0
20.35,6.04,1.088,1,12,2
333.17,55.4,5.815,1,4,1
1.0,1.45,0.141,0,27,0
1.0,3.06,0.027,0,13,0
58.82,16.9,2.367,1,11,2
169.03,30.64,7.217,1,10,1
95.98,28.89,5.331,1,8,1
244.75,75.55,6.524,1,9,1
3.06,0.13,0.001,0,11,0
1.18,2.31,0.058,0,27,0
23.69,5.85,0.454,0,8,0
152.27,22.82,2.398,1,8,1
121.04,41.93,5.215,1,8,1
420.47,98.97,7.587,1,3,1
17.02,3.81,0.093,0,9,0
